2018-01-02,237.90911865234375,SPY
2018-01-03,239.41397094726562,SPY
2018-01-04,240.42308044433594,SPY
2018-01-05,242.02529907226562,SPY
2018-01-06,242.02529907226562,SPY
2018-01-07,242.02529907226562,SPY
2018-01-08,242.4678497314453,SPY
2018-01-09,243.0166778564453,SPY
2018-01-10,242.6448211669922,SPY
2018-01-11,244.41526794433594,SPY
2018-01-12,246.008544921875,SPY
2018-01-13,246.008544921875,SPY
2018-01-14,246.008544921875,SPY
2018-01-15,246.008544921875,SPY
2018-01-16,245.1676483154297,SPY
2018-01-17,247.50445556640625,SPY
2018-01-18,247.0884552001953,SPY
2018-01-19,248.21255493164062,SPY
2018-01-20,248.21255493164062,SPY
2018-01-21,248.21255493164062,SPY
2018-01-22,250.23085021972656,SPY
2018-01-23,250.7620086669922,SPY
2018-01-24,250.66456604003906,SPY
2018-01-25,250.770751953125,SPY
2018-01-26,253.6741485595703,SPY
2018-01-27,253.6741485595703,SPY
2018-01-28,253.6741485595703,SPY
2018-01-29,251.9922637939453,SPY
2018-01-30,249.40757751464844,SPY
2018-01-31,249.53160095214844,SPY
2018-02-01,249.24819946289062,SPY
2018-02-02,243.8220977783203,SPY
2018-02-03,243.8220977783203,SPY
2018-02-04,243.8220977783203,SPY
2018-02-05,233.62493896484375,SPY
2018-02-06,238.22776794433594,SPY
2018-02-07,236.9354705810547,SPY
2018-02-08,228.0482940673828,SPY
2018-02-09,231.47389221191406,SPY
2018-02-10,231.47389221191406,SPY
2018-02-11,231.47389221191406,SPY
2018-02-12,234.87298583984375,SPY
2018-02-13,235.457275390625,SPY
2018-02-14,238.635009765625,SPY
2018-02-15,241.68003845214844,SPY
2018-02-16,241.7507781982422,SPY
2018-02-17,241.7507781982422,SPY
2018-02-18,241.7507781982422,SPY
2018-02-19,241.7507781982422,SPY
2018-02-20,240.2371368408203,SPY
2018-02-21,239.0421142578125,SPY
2018-02-22,239.35206604003906,SPY
2018-02-23,243.16714477539062,SPY
2018-02-24,243.16714477539062,SPY
2018-02-25,243.16714477539062,SPY
2018-02-26,245.99078369140625,SPY
2018-02-27,242.9192352294922,SPY
2018-02-28,240.45848083496094,SPY
2018-03-01,236.96200561523438,SPY
2018-03-02,238.18360900878906,SPY
2018-03-03,238.18360900878906,SPY
2018-03-04,238.18360900878906,SPY
2018-03-05,240.93646240234375,SPY
2018-03-06,241.5471954345703,SPY
2018-03-07,241.45880126953125,SPY
2018-03-08,242.6271514892578,SPY
2018-03-09,246.84945678710938,SPY
2018-03-10,246.84945678710938,SPY
2018-03-11,246.84945678710938,SPY
2018-03-12,246.53964233398438,SPY
2018-03-13,244.9462890625,SPY
2018-03-14,243.68930053710938,SPY
2018-03-15,243.42388916015625,SPY
2018-03-16,243.68785095214844,SPY
2018-03-17,243.68785095214844,SPY
2018-03-18,243.68785095214844,SPY
2018-03-19,240.39051818847656,SPY
2018-03-20,240.79946899414062,SPY
2018-03-21,240.3373260498047,SPY
2018-03-22,234.3295135498047,SPY
2018-03-23,229.33482360839844,SPY
2018-03-24,229.33482360839844,SPY
2018-03-25,229.33482360839844,SPY
2018-03-26,235.60922241210938,SPY
2018-03-27,231.60116577148438,SPY
2018-03-28,230.91677856445312,SPY
2018-03-29,233.86741638183594,SPY
2018-03-30,233.86741638183594,SPY
2018-03-31,233.86741638183594,SPY
2018-04-01,233.86741638183594,SPY
2018-04-02,228.8194122314453,SPY
2018-04-03,231.75221252441406,SPY
2018-04-04,234.2317352294922,SPY
2018-04-05,236.0802764892578,SPY
2018-04-06,230.819091796875,SPY
2018-04-07,230.819091796875,SPY
2018-04-08,230.819091796875,SPY
2018-04-09,231.9566192626953,SPY
2018-04-10,235.64476013183594,SPY
2018-04-11,234.40956115722656,SPY
2018-04-12,236.33804321289062,SPY
2018-04-13,235.64476013183594,SPY
2018-04-14,235.64476013183594,SPY
2018-04-15,235.64476013183594,SPY
2018-04-16,237.58224487304688,SPY
2018-04-17,240.1239471435547,SPY
2018-04-18,240.30172729492188,SPY
2018-04-19,238.9687042236328,SPY
2018-04-20,236.94235229492188,SPY
2018-04-21,236.94235229492188,SPY
2018-04-22,236.94235229492188,SPY
2018-04-23,236.9068145751953,SPY
2018-04-24,233.71630859375,SPY
2018-04-25,234.29397583007812,SPY
2018-04-26,236.67572021484375,SPY
2018-04-27,236.8979034423828,SPY
2018-04-28,236.8979034423828,SPY
2018-04-29,236.8979034423828,SPY
2018-04-30,235.0760498046875,SPY
2018-05-01,235.4937286376953,SPY
2018-05-02,233.91184997558594,SPY
2018-05-03,233.39633178710938,SPY
2018-05-04,236.41799926757812,SPY
2018-05-05,236.41799926757812,SPY
2018-05-06,236.41799926757812,SPY
2018-05-07,237.21786499023438,SPY
2018-05-08,237.21786499023438,SPY
2018-05-09,239.5107421875,SPY
2018-05-10,241.75030517578125,SPY
2018-05-11,242.48793029785156,SPY
2018-05-12,242.48793029785156,SPY
2018-05-13,242.48793029785156,SPY
2018-05-14,242.6035614013672,SPY
2018-05-15,240.93270874023438,SPY
2018-05-16,241.9458770751953,SPY
2018-05-17,241.7415008544922,SPY
2018-05-18,241.1371307373047,SPY
2018-05-19,241.1371307373047,SPY
2018-05-20,241.1371307373047,SPY
2018-05-21,242.9500732421875,SPY
2018-05-22,242.2747039794922,SPY
2018-05-23,242.9412078857422,SPY
2018-05-24,242.4435272216797,SPY
2018-05-25,241.8659210205078,SPY
2018-05-26,241.8659210205078,SPY
2018-05-27,241.8659210205078,SPY
2018-05-28,241.8659210205078,SPY
2018-05-29,239.0841522216797,SPY
