,Close,High,Low,Open,Volume
2018-04-06,230.819091796875,235.60929369136565,229.29048746225988,234.10737707814053,179521200.0
2018-04-07,230.819091796875,235.60929369136565,229.29048746225988,234.10737707814053,0.0
2018-04-08,230.819091796875,235.60929369136565,229.29048746225988,234.10737707814053,0.0
2018-04-09,231.9566192626953,235.36931109609853,231.01457539251095,232.28544231452105,105442900.0
2018-04-10,235.64476013183594,236.4357361573785,233.71624753849383,234.86268001002324,103529000.0
2018-04-11,234.40956115722656,236.0803645513617,234.0807380231688,234.15182392174728,91140200.0
2018-04-12,236.33804321289062,237.2889831000572,235.56485873102008,235.74261413631612,68890500.0
2018-04-13,235.64476013183594,237.76881987728893,234.631630607966,237.65328161543144,85079200.0
2018-04-14,235.64476013183594,237.76881987728893,234.631630607966,237.65328161543144,0.0
2018-04-15,235.64476013183594,237.76881987728893,234.631630607966,237.65328161543144,0.0
2018-04-16,237.58224487304688,238.355456460924,236.4624726316956,237.28897829408177,63405300.0
2018-04-17,240.1239471435547,240.72827196631607,238.84418450614248,239.35963164987197,64682000.0
2018-04-18,240.30172729492188,241.11044102907053,239.83957416493683,240.5683332378651,57303900.0
2018-04-19,238.9687042236328,239.84853118117883,237.92888653789427,239.64411515839757,77655900.0
2018-04-20,236.94235229492188,239.11973381617202,236.05362957141818,238.89755313529608,99953100.0
2018-04-21,236.94235229492188,239.11973381617202,236.05362957141818,238.89755313529608,0.0
2018-04-22,236.94235229492188,239.11973381617202,236.05362957141818,238.89755313529608,0.0
2018-04-23,236.9068145751953,238.0799350381296,235.82257180581618,237.5200354025626,65558000.0
2018-04-24,233.71630859375,238.15992215428597,232.20546913450184,237.9377414762592,112885500.0
2018-04-25,234.29397583007812,234.73833719162766,231.82332774472928,233.6540943845802,103840900.0
2018-04-26,236.67572021484375,237.51112165250322,234.88051027522565,235.3248715879525,67731900.0
2018-04-27,236.8979034423828,237.5911060128939,235.95585961891035,237.28894357155957,57053600.0
2018-04-28,236.8979034423828,237.5911060128939,235.95585961891035,237.28894357155957,0.0
2018-04-29,236.8979034423828,237.5911060128939,235.95585961891035,237.28894357155957,0.0
2018-04-30,235.0760498046875,238.07993686694329,235.0049368006314,237.5200372270754,82182300.0
2018-05-01,235.4937286376953,235.60037101218845,232.94307194664552,234.50723243030998,74203400.0
2018-05-02,233.91184997558594,236.1158651444467,233.520809776917,235.2982553629878,86368900.0
2018-05-03,233.39633178710938,234.05397785166107,230.22358550191518,233.0764046600287,136311500.0
2018-05-04,236.41799926757812,237.10233309395733,232.08992412436334,232.41874717885847,91222100.0
2018-05-05,236.41799926757812,237.10233309395733,232.08992412436334,232.41874717885847,0.0
2018-05-06,236.41799926757812,237.10233309395733,232.08992412436334,232.41874717885847,0.0
2018-05-07,237.21786499023438,238.19543822158042,236.49797468173318,237.1912043952279,55304900.0
2018-05-08,237.21786499023438,237.58221741476837,235.6448085198629,236.84458953848053,67499200.0
2018-05-09,239.5107421875,239.83956521207637,237.36891745359867,237.89326053625578,59666100.0
2018-05-10,241.75030517578125,242.07915531084598,240.15061538886266,240.2572577584358,72063900.0
2018-05-11,242.48793029785156,242.7545361890166,241.35923540805257,241.8747096265147,59871500.0
2018-05-12,242.48793029785156,242.7545361890166,241.35923540805257,241.8747096265147,0.0
2018-05-13,242.48793029785156,242.7545361890166,241.35923540805257,241.8747096265147,0.0
2018-05-14,242.6035614013672,243.58113479085745,242.05253047931987,242.92348859320015,54790600.0
2018-05-15,240.93270874023438,241.38593883564917,239.9817690235548,241.36817414697123,87036100.0
2018-05-16,241.9458770751953,242.40803027126395,240.94161601040483,240.9683037301778,53942600.0
2018-05-17,241.7415008544922,242.82574377037312,240.95942044019537,241.6792837484304,56536400.0
2018-05-18,241.1371307373047,241.75924750816756,240.78164706323983,241.3948679277097,64368000.0
2018-05-19,241.1371307373047,241.75924750816756,240.78164706323983,241.3948679277097,0.0
2018-05-20,241.1371307373047,241.75924750816756,240.78164706323983,241.3948679277097,0.0
2018-05-21,242.9500732421875,243.49220808775854,242.23910606815184,242.6301461503692,58025900.0
2018-05-22,242.2747039794922,243.73222235674393,241.9458808904375,243.4744851565388,52966400.0
2018-05-23,242.9412078857422,242.967895601742,240.8349395681157,240.99493025580148,64694200.0
2018-05-24,242.4435272216797,242.81680266690321,240.64831723876975,242.54130081610177,76043800.0
2018-05-25,241.8659210205078,242.49690665729042,241.35934248090643,241.8659210205078,56374800.0
2018-05-26,241.8659210205078,242.49690665729042,241.35934248090643,241.8659210205078,0.0
2018-05-27,241.8659210205078,242.49690665729042,241.35934248090643,241.8659210205078,0.0
2018-05-28,241.8659210205078,242.49690665729042,241.35934248090643,241.8659210205078,0.0
2018-05-29,239.0841522216797,240.99492757401202,237.96438015031555,240.23061200874662,115908600.0
2018-05-30,242.2747039794922,242.719065369386,240.3284260436909,240.3995119325405,69678400.0
2018-05-31,240.79051208496094,242.16802131590256,240.18618720439704,241.8658588756206,93519900.0
2018-06-01,243.15451049804688,243.45667292957708,242.02581543022873,242.09692842686027,71258400.0
2018-06-02,243.15451049804688,243.45667292957708,242.02581543022873,242.09692842686027,0.0
2018-06-03,243.15451049804688,243.45667292957708,242.02581543022873,242.09692842686027,0.0
2018-06-04,244.30990600585938,244.56764322638998,243.7411374852083,243.98108289087327,45385200.0
2018-06-05,244.4876251220703,244.8697693815731,243.6699882880582,244.4431727131757,51135000.0
2018-06-06,246.53164672851562,246.6382891023098,244.47869966799232,245.10081634400737,62732200.0
2018-06-07,246.50497436523438,247.31371515677444,245.58959120499193,247.02044864284295,72969400.0
2018-06-08,247.2337188720703,247.2870400532925,245.873974507587,246.04283395534353,72139700.0
2018-06-09,247.2337188720703,247.2870400532925,245.873974507587,246.04283395534353,0.0
2018-06-10,247.2337188720703,247.2870400532925,245.873974507587,246.04283395534353,0.0
2018-06-11,247.56259155273438,248.28245476537916,247.34041087916094,247.4559491688854,58892500.0
2018-06-12,247.88259887695312,248.24695139252654,247.23382140747037,247.98034537584599,72329000.0
2018-06-13,247.09153747558594,248.38019606338864,246.88712151868336,248.12245892149596,79070600.0
2018-06-14,247.71363830566406,248.24685012150417,247.1181822824306,247.96247952694245,77097600.0
2018-06-15,247.39764404296875,247.73687945983525,245.80861544036895,246.92450707824656,120041600.0
2018-06-16,247.39764404296875,247.73687945983525,245.80861544036895,246.92450707824656,0.0
2018-06-17,247.39764404296875,247.73687945983525,245.80861544036895,246.92450707824656,0.0
2018-06-18,246.8887939453125,247.01378688714274,245.45153857495595,245.9335841531478,52917600.0
2018-06-19,245.94248962402344,246.16566792676755,244.18384350866194,244.6034198075587,97531500.0
2018-06-20,246.3621368408203,247.0316719417853,246.02290136404557,246.6299399838251,53785500.0
2018-06-21,244.8177032470703,246.37104301976845,244.31778594470416,246.353171316752,71061400.0
2018-06-22,245.2640838623047,246.20144932830485,245.0409055004169,246.08539222117082,54898500.0
2018-06-23,245.2640838623047,246.20144932830485,245.0409055004169,246.08539222117082,0.0
2018-06-24,245.2640838623047,246.20144932830485,245.0409055004169,246.08539222117082,0.0
2018-06-25,241.92538452148438,244.2642897841043,240.2292341377373,244.10360787525033,137854200.0
2018-06-26,242.4609832763672,243.3179805771936,241.73788754700536,242.49669944324208,68547400.0
2018-06-27,240.45236206054688,244.48741685986784,240.3005887939629,243.05016134884588,105110700.0
2018-06-28,241.82713317871094,242.59485358514212,239.68459933756924,240.39878636576628,76650500.0
2018-06-29,242.17527770996094,244.2999398525434,242.05922061492836,242.92515365849894,97592500.0
2018-06-30,242.17527770996094,244.2999398525434,242.05922061492836,242.92515365849894,0.0
2018-07-01,242.17527770996094,244.2999398525434,242.05922061492836,242.92515365849894,0.0
2018-07-02,242.69308471679688,242.85379385558556,240.35417965097446,240.59522973743017,63554800.0
2018-07-03,241.83602905273438,243.69288798482373,241.40754410182765,243.5946753546089,42187100.0
2018-07-04,241.83602905273438,243.69288798482373,241.40754410182765,243.5946753546089,0.0
2018-07-05,243.80892944335938,243.87142591615952,241.8896011934719,242.9698039600478,56925900.0
2018-07-06,245.87106323242188,246.24598749218944,243.4517910251934,243.83567837764105,66493700.0
2018-07-07,245.87106323242188,246.24598749218944,243.4517910251934,243.83567837764105,0.0
2018-07-08,245.87106323242188,246.24598749218944,243.4517910251934,243.83567837764105,0.0
2018-07-09,248.08509826660156,248.13865890188907,246.83530470413268,246.8799294857201,50550400.0
2018-07-10,248.977783203125,249.07599585215777,248.24575161380167,248.54036231744672,51966800.0
2018-07-11,247.1565704345703,248.20999274525062,246.85305120723723,247.4154648980248,77054700.0
2018-07-12,249.39739990234375,249.45096054011907,247.81730660105592,248.42434532481485,60124700.0
2018-07-13,249.59375,249.89726930352268,248.763533030648,249.21882560765826,48216000.0
2018-07-14,249.59375,249.89726930352268,248.763533030648,249.21882560765826,0.0
2018-07-15,249.59375,249.89726930352268,248.763533030648,249.21882560765826,0.0
2018-07-16,249.37062072753906,249.7812613668532,248.9242639150583,249.63845116110218,48201000.0
2018-07-17,250.37928771972656,250.77208373140252,248.54030059390126,248.5938612097256,52315500.0
2018-07-18,250.90606689453125,251.01318816102804,250.01335334911744,250.45971012182434,44593500.0
2018-07-19,249.95977783203125,250.62037709839643,249.4777049180453,250.2365168351547,61412100.0
2018-07-20,249.6741485595703,250.3883358298389,249.5134666400569,249.754489519327,82337700.0
2018-07-21,249.6741485595703,250.3883358298389,249.5134666400569,249.754489519327,0.0
2018-07-22,249.6741485595703,250.3883358298389,249.5134666400569,249.754489519327,0.0
2018-07-23,250.13833618164062,250.34364285295118,249.12062970426848,249.46880104972345,47047600.0
2018-07-24,251.39703369140625,252.24512240715305,250.5221919040609,251.55774282517402,68026900.0
2018-07-25,253.53941345214844,253.86077703705112,251.1022972928879,251.14692204297864,78882900.0
2018-07-26,252.94143676757812,253.62881634663748,252.71825839527207,252.81647104568265,57919500.0
2018-07-27,251.22740173339844,253.36990831438337,250.2989722257069,253.27169567976298,76768700.0
2018-07-28,251.22740173339844,253.36990831438337,250.2989722257069,253.27169567976298,0.0
2018-07-29,251.22740173339844,253.36990831438337,250.2989722257069,253.27169567976298,0.0
2018-07-30,249.91510009765625,251.46841252713094,249.38837527459845,251.3077306710021,63742500.0
2018-07-31,251.14700317382812,251.7629774873139,250.29894194408476,250.6828020978669,68570500.0
2018-08-01,250.72747802734375,251.86124150638543,250.07581466664888,251.35238831863214,53853300.0
2018-08-02,252.09336853027344,252.26295902469522,249.20989422985608,249.41522813450783,63426400.0
2018-08-03,253.17355346679688,253.22711409719744,252.03978988859217,252.21834348556337,53935400.0
2018-08-04,253.17355346679688,253.22711409719744,252.03978988859217,252.21834348556337,0.0
2018-08-05,253.17355346679688,253.22711409719744,252.03978988859217,252.21834348556337,0.0
2018-08-06,254.1020050048828,254.41443296129404,252.81649527770972,253.20929143009351,39400900.0
2018-08-07,254.94107055664062,255.32495800826175,254.63755128203195,254.77148008141944,43196600.0
2018-08-08,254.83392333984375,255.23565521016312,254.3697222454201,254.77145411573943,42114600.0
2018-08-09,254.48582458496094,255.28926122502727,254.3519230188585,254.89646513549226,35717000.0
2018-08-10,252.78067016601562,253.58410658837886,252.06648326790256,253.03956461929687,77076000.0
2018-08-11,252.78067016601562,253.58410658837886,252.06648326790256,253.03956461929687,0.0
2018-08-12,252.78067016601562,253.58410658837886,252.06648326790256,253.03956461929687,0.0
2018-08-13,251.83444213867188,253.67342946497885,251.53983147607397,253.05745507240084,65732900.0
2018-08-14,253.4412841796875,253.6823341910466,252.17364663125406,252.56644263755783,43842000.0
2018-08-15,251.548828125,252.22729915464987,250.10263650365673,252.08446171454167,102925400.0
2018-08-16,253.58416748046875,254.45903642444412,252.95925719999335,252.99497336433652,69967900.0
2018-08-17,254.4768524169922,254.92320906926975,252.9681647528183,253.37880524474818,65618500.0
2018-08-18,254.4768524169922,254.92320906926975,252.9681647528183,253.37880524474818,0.0
2018-08-19,254.4768524169922,254.92320906926975,252.9681647528183,253.37880524474818,0.0
2018-08-20,255.02142333984375,255.28922643555376,254.4768540539691,254.93214656012432,39807500.0
2018-08-21,255.61953735351562,256.48547039269846,255.05712358409951,255.53919642123466,67272000.0
2018-08-22,255.46775817871094,255.99445571759415,254.94103339638184,255.20886371266803,44993300.0
2018-08-23,255.1285400390625,256.1551548789504,254.80714908648025,255.2892218936298,49204900.0
2018-08-24,256.66400146484375,256.80683885752967,255.65523110886937,255.7087917256957,57487400.0
2018-08-25,256.66400146484375,256.80683885752967,255.65523110886937,255.7087917256957,0.0
2018-08-26,256.66400146484375,256.80683885752967,255.65523110886937,255.7087917256957,0.0
2018-08-27,258.69049072265625,258.79761197284716,257.7085005234876,257.86918239877394,57072400.0
2018-08-28,258.8155517578125,259.26190857998876,258.3513232269358,259.1547600581614,46943500.0
2018-08-29,260.20806884765625,260.44015576794226,258.78865804429665,259.02968081501746,61485500.0
2018-08-30,259.1546936035156,260.100967644401,258.55659087150667,259.72604326625094,61229500.0
2018-08-31,259.1636047363281,259.60996140147194,258.2530469470763,258.744028381355,66140800.0
2018-09-01,259.1636047363281,259.60996140147194,258.2530469470763,258.744028381355,0.0
2018-09-02,259.1636047363281,259.60996140147194,258.2530469470763,258.744028381355,0.0
2018-09-03,259.1636047363281,259.60996140147194,258.2530469470763,258.744028381355,0.0
2018-09-04,258.7173156738281,259.07439565055813,257.7085449880602,258.74409599099647,57594400.0
2018-09-05,258.0210266113281,258.5655961074691,257.0033472112408,258.36026215917684,72452400.0
2018-09-06,257.2441711425781,258.4314673983569,256.20862083445286,258.12794825961225,65909900.0
2018-09-07,256.7443542480469,257.72634434096216,255.94982632268187,256.1908763529805,73524800.0
2018-09-08,256.7443542480469,257.72634434096216,255.94982632268187,256.1908763529805,0.0
2018-09-09,256.7443542480469,257.72634434096216,255.94982632268187,256.1908763529805,0.0
2018-09-10,257.1907043457031,258.02985701793557,256.99430633212853,257.76202668481704,50210900.0
2018-09-11,258.038818359375,258.485175095678,256.19092217610506,256.53906626382576,50530500.0
2018-09-12,258.10125732421875,258.70829581188633,257.30675667724586,258.0476967072744,59810800.0
2018-09-13,259.6277770996094,259.81526649348336,258.88683710466734,259.17251187714083,51034200.0
2018-09-14,259.6724548339844,260.02059886212874,258.8868627535735,259.8331366931279,55079900.0
2018-09-15,259.6724548339844,260.02059886212874,258.8868627535735,259.8331366931279,0.0
2018-09-16,259.6724548339844,260.02059886212874,258.8868627535735,259.8331366931279,0.0
2018-09-17,258.29766845703125,259.65458289430546,258.0209295076099,259.6188939768274,68244000.0
2018-09-18,259.6992492675781,260.2973519680675,258.4851449199736,258.5119252312873,61930400.0
2018-09-19,259.9759521484375,260.39552846308294,259.6277809062345,259.75277383731645,49080600.0
2018-09-20,262.08270263671875,262.4040935226512,259.99375723020535,261.24357737795776,100360600.0
2018-09-21,261.84332275390625,262.9463405779948,261.6819135211442,262.82975812096424,105479700.0
2018-09-22,261.84332275390625,262.9463405779948,261.6819135211442,262.82975812096424,0.0
2018-09-23,261.84332275390625,262.9463405779948,261.6819135211442,262.82975812096424,0.0
2018-09-24,260.9735412597656,261.40399336503236,260.39065618187914,261.2605093299435,53409600.0
2018-09-25,260.7313537597656,261.53842728343164,260.48923991269794,261.4308211291793,44370000.0
2018-09-26,259.9512023925781,262.067529905459,259.52972667714494,260.87485844553476,79739700.0
2018-09-27,260.6776123046875,261.7716540761646,260.14853034336056,260.4265220964852,59249500.0
2018-09-28,260.70452880859375,261.20670925381296,260.01403753811275,260.0498880222129,70091400.0
2018-09-29,260.70452880859375,261.20670925381296,260.01403753811275,260.0498880222129,0.0
2018-09-30,260.70452880859375,261.20670925381296,260.01403753811275,260.0498880222129,0.0
2018-10-01,261.6102294921875,262.6863185928696,260.93766354171925,261.95097325233075,62078900.0
2018-10-02,261.45782470703125,262.1752175932064,261.0812030201638,261.45782470703125,47258200.0
2018-10-03,261.6012268066406,262.9373822694521,261.24253047592066,262.5159065549928,64694600.0
2018-10-04,259.556640625,261.17078787751586,257.9604186115469,261.1169847935505,111545900.0
2018-10-05,258.1039123535156,260.30094467632426,256.6690995378739,259.78083905612795,105951700.0
2018-10-06,258.1039123535156,260.30094467632426,256.6690995378739,259.78083905612795,0.0
2018-10-07,258.1039123535156,260.30094467632426,256.6690995378739,259.78083905612795,0.0
2018-10-08,258.1039123535156,258.4626087157315,256.023435139174,257.41339380530235,87742200.0
2018-10-09,257.7272033691406,259.03645710139944,257.16224373099027,257.71825443474444,74339000.0
2018-10-10,249.56689453125,257.28796897098266,249.1902727732862,257.21621324874894,214731000.0
2018-10-11,244.0697021484375,250.10484285988383,242.44655120734797,248.47274298254746,274840500.0
2018-10-12,247.4593963623047,248.48168218367084,244.2490001715815,248.19471419751517,183186500.0
2018-10-13,247.4593963623047,248.48168218367084,244.2490001715815,248.19471419751517,0.0
2018-10-14,247.4593963623047,248.48168218367084,244.2490001715815,248.19471419751517,0.0
2018-10-15,246.06939697265625,248.43684167742933,245.9797160610927,247.10065903870753,102263700.0
2018-10-16,251.45001220703125,251.82666122211617,247.56707640049763,248.04235529644905,118255800.0
2018-10-17,251.4948272705078,252.12253904237102,248.90319345634532,251.48585096754007,110626000.0
2018-10-18,247.8629913330078,251.1540930932026,246.58063869179836,250.55325540833013,134557500.0
2018-10-19,247.7284698486328,250.46356055997816,247.0290023225549,248.51761831226526,139901600.0
2018-10-20,247.7284698486328,250.46356055997816,247.0290023225549,248.51761831226526,0.0
2018-10-21,247.7284698486328,250.46356055997816,247.0290023225549,248.51761831226526,0.0
2018-10-22,246.61648559570312,248.72383696350795,246.07842737480019,248.40101845103294,82415800.0
2018-10-23,245.3608856201172,246.49080458702372,240.87711494733176,242.97554370494797,146352700.0
2018-10-24,237.92694091796875,245.4955520546709,237.3709574355914,245.10992677163392,177806700.0
2018-10-25,242.19541931152344,243.74681429478395,238.74293672216368,239.77419882158696,138061500.0
2018-10-26,237.93580627441406,243.0204151945871,235.20969290767053,238.46491539394162,201574600.0
2018-10-27,237.93580627441406,243.0204151945871,235.20969290767053,238.46491539394162,0.0
2018-10-28,237.93580627441406,243.0204151945871,235.20969290767053,238.46491539394162,0.0
2018-10-29,236.61766052246094,242.34793567124103,233.021693111365,241.04763052758838,160749100.0
2018-10-30,240.12393188476562,240.43780141909775,235.9540291194226,236.44726049245142,157116000.0
2018-10-31,242.68865966796875,245.02022669677612,242.23130614395464,242.70658490481827,128296300.0
2018-11-01,245.27134704589844,245.46863414262967,242.46450091063076,243.55854256218097,99495000.0
2018-11-02,243.81866455078125,246.81382216170704,241.75611218509397,246.38337002536227,122634100.0
2018-11-03,243.81866455078125,246.81382216170704,241.75611218509397,246.38337002536227,0.0
2018-11-04,243.81866455078125,246.81382216170704,241.75611218509397,246.38337002536227,0.0
2018-11-05,245.16372680664062,245.7197102200329,243.33433995711144,244.3117990817488,65622500.0
2018-11-06,246.71511840820312,246.87652766636725,245.0381917036822,245.10097109300546,60085900.0
2018-11-07,251.9969940185547,252.07769864057167,248.4727279898258,248.90318000735877,102752100.0
2018-11-08,251.5396270751953,252.18529138374913,250.39178245629677,251.18987969829038,65584900.0
2018-11-09,249.08250427246094,250.40968323440595,247.6656170327764,250.2213724781138,98812600.0
2018-11-10,249.08250427246094,250.40968323440595,247.6656170327764,250.2213724781138,0.0
2018-11-11,249.08250427246094,250.40968323440595,247.6656170327764,250.2213724781138,0.0
2018-11-12,244.42840576171875,248.81352148681145,243.90827277285172,248.5714075989599,99673600.0
2018-11-13,243.97096252441406,246.90333911144967,243.24459376095783,244.89461832033794,98176600.0
